PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5
237,2/26/23,15:50:06,4,8,Mitch Murrell,FGS 1000051058,Right,Ole Miss,Matt Woods,FGS 1000119558,Left,Maryland,Undefined,6,Top,2,3,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,NA,82.32997,-0.654085,-0.858068,2190.021254,99.556283,9:15:00,5.69483,1.75102,6.19267,-38.86443,1.56406,-2.36496,1.85215,0.76167,76.22683,-7.829137,-1.28564,0.457631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0015,1.36272,-1.68525,50,5.62608,1.88164,-119.76235,-2.5866,1.46402,21.71829,-30.18195,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,891f88a0-b61f-11ed-9b05-93b3afdf078c,82.3643,NA,NA,6.10314,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:50:06,2/26/23,2/26/23 21:50,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,f75c6c2e-241f-474e-8702-bd85bc80faf8,54.30818,-120.54109,10.85915,5.69943,-1.5044,-15.09098,-1.75178,1.82915,0.73201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,2/24/23,20:24:41,3,1,Jason Savacool,FGS 691013,Right,Maryland,Anthony Calarco,FGS 1000052784,Left,Ole Miss,Undefined,7,Bottom,2,0,0,Sinker,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,NA,88.92909,-3.340492,-4.037051,2154.119604,232.284166,1:45:00,6.03374,1.43959,4.59043,-23.65277,13.58713,16.02729,0.87363,-1.07128,81.62735,-7.640045,-1.235285,0.439213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.97221,7.88197,-1.03802,50,5.66611,8.30651,-128.51248,-8.45428,-15.06365,25.65374,-18.94081,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,90027820-b4b3-11ed-8bc4-6f87a506f712,85.81805,NA,NA,7.30174,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,2:24:41,2/25/23,2/25/23 2:24,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,a0231c28-d74b-4414-a8cf-376d3a1ea5e0,55.91089,-129.68705,12.82687,6.03334,-7.58707,-9.47041,-1.43412,8.99621,-7.53183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
238,2/25/23,15:42:25,2,6,Matt Parenteau,FGS 1000091037,Right,Ole Miss,Ian Petrutz,FGS 10019723,Left,Maryland,Undefined,6,Top,0,2,2,Changeup,Splitter,FoulBall,Undefined,Undefined,Undefined,0,0,NA,78.60324,0.40376,-1.381332,2213.752122,334.503691,5:15:00,6.41858,1.81772,5.476,-46.05235,0.53563,0.53736,2.95883,0.56965,71.23697,-8.043331,-1.285528,0.491256,66.08116,73.783957,135.183713,4807.878377,NA,NA,NA,NA,20.92931,NA,NA,-0.72177,0.56484,-1.69677,50,6.42264,2.72707,-113.95959,-0.727,-0.93387,24.09453,-31.44322,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,4c2a1f70-b555-11ed-99f9-43c5f2fedb29,76.7266,65.12343,NA,7.36627,NA,NA,NA,2.78723,3.14431,-0.60305,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:42:25,2/25/23,2/25/23 21:42,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,2a01f57a-ece6-495f-a093-2ea8f53b3f96,55.02346,-115.0168,12.04727,6.42428,0.65265,-15.72161,-1.81733,2.76804,-0.46693,342.42154,2.78722,-19.19806,-5.69196,2.81679,-2.10061,2.97666,-2.73559,1.22156,-0.19253,3.1443,93.06316,-28.27899,3.50353,-0.74052,0.24544
238,2/26/23,15:52:44,1,1,Tommy Kane,FGS 10019223,Left,Maryland,Ethan Groff,FGS 1000066514,Right,Ole Miss,Undefined,6,Bottom,0,0,0,Sinker,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NA,92.57988,-2.901823,1.706352,2201.088085,142.606172,10:45:00,6.21477,-0.56186,5.02788,-19.99233,13.62375,-9.61756,1.80708,0.24722,85.06106,-6.579707,0.007262,0.417297,95.85167,-21.452376,-159.504814,NA,NA,NA,NA,2.26293,1.8843,-107.603253,0.041742,5.29162,7.86134,0.40694,50,5.92123,-3.5479,-134.21153,-7.5704,9.69064,27.95247,-17.77744,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,e7349de0-b61f-11ed-9b05-93b3afdf078c,90.32525,2.1496,NA,7.51881,NA,NA,NA,4.43977,2.1496,-0.24162,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:52:44,2/26/23,2/26/23 21:52,GroundBall,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,2ecc381f-7380-46b9-a7cc-6f5044eda44d,55.4738,-135.34676,13.97623,6.21403,-6.8484,-8.88872,0.55902,-3.94146,4.84532,NA,4.44109,-122.75646,NA,NA,NA,NA,NA,NA,NA,2.15015,-51.4969,NA,NA,NA,NA
239,2/24/23,20:24:55,3,2,Jason Savacool,FGS 691013,Right,Maryland,Anthony Calarco,FGS 1000052784,Left,Ole Miss,Undefined,7,Bottom,2,1,0,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,78.81336,-0.838886,-1.232594,2577.256003,38.695374,7:15:00,6.47648,1.56432,4.43314,-63.45358,-15.52654,-13.68981,0.38819,-0.75252,72.63903,-12.053734,-3.636574,0.498266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.33737,-6.97284,-1.41932,50,6.32456,3.0444,-114.24277,-4.16449,8.28209,23.2354,-41.2866,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,988e9460-b4b3-11ed-8bc4-6f87a506f712,75.64717,NA,NA,6.17433,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,2:24:55,2/25/23,2/25/23 2:24,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,097d9d3e-fc7a-4bf4-88d5-c03e9063649e,56.07154,-115.47103,11.6177,6.48701,-1.982,-20.6433,-1.56868,2.6066,4.14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,2/25/23,15:42:51,2,7,Matt Parenteau,FGS 1000091037,Right,Ole Miss,Ian Petrutz,FGS 10019723,Left,Maryland,Undefined,6,Top,0,2,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,78.46389,1.689233,-1.610375,2338.991151,47.91453,7:30:00,6.40743,1.73585,5.28856,-49.34688,-1.96847,-4.12815,3.88252,-0.12075,70.61665,-7.343252,-2.342969,0.495406,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4952,-0.93449,-1.58609,50,6.5261,3.36531,-113.5618,1.62283,1.91341,24.68192,-33.36991,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,5b91e8d0-b555-11ed-99f9-43c5f2fedb29,76.08386,NA,NA,7.84724,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:42:51,2/25/23,2/25/23 21:42,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,64c2bf1c-a9cf-40dd-8009-c9788d7eae2a,55.20728,-114.68798,12.34096,6.41731,3.14543,-16.68495,-1.73765,3.27801,0.95671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
239,2/26/23,15:53:10,1,2,Tommy Kane,FGS 10019223,Left,Maryland,Ethan Groff,FGS 1000066514,Right,Ole Miss,Undefined,6,Bottom,0,0,1,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,80.51794,-1.086366,0.096955,2483.352089,331.12622,5:00:00,6.05293,-0.56274,4.65165,-54.3668,-9.39835,5.91433,0.49003,0.02224,74.75454,-10.751963,1.139055,0.482642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.90599,-4.04614,0.54706,50,5.89138,-0.44854,-116.89696,-4.32665,-4.03114,21.51816,-37.78681,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,f6ba2870-b61f-11ed-9b05-93b3afdf078c,78.09602,NA,NA,5.7634,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:53:10,2/26/23,2/26/23 21:53,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,c040f2b7-dc7b-4787-85a0-5d2c904ed717,55.85246,-117.96935,10.75908,6.06009,-2.44348,-18.89341,0.56441,-0.24764,-2.01557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,2/24/23,20:25:11,3,3,Jason Savacool,FGS 691013,Right,Maryland,Anthony Calarco,FGS 1000052784,Left,Ole Miss,Undefined,7,Bottom,2,2,0,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,NA,90.04104,-1.755171,-3.033372,2112.697154,241.774269,2:00:00,6.00334,1.77075,5.2754,-25.74521,10.09945,16.38194,2.20652,0.28412,81.27166,-6.521542,-0.128678,0.430907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9.25552,5.97713,-1.50638,50,5.82422,6.16422,-130.31462,-4.94482,-15.67858,31.19184,-22.04895,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,a2055ec0-b4b3-11ed-8bc4-6f87a506f712,87.47231,NA,NA,8.76938,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,2:25:11,2/25/23,2/25/23 2:25,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,aed1e1ce-b926-4354-8092-30ddbe5f8d46,55.22452,-131.5592,15.59592,6.00397,-4.06504,-11.02448,-1.76482,6.78981,-7.83929,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
240,2/25/23,15:43:10,2,8,Matt Parenteau,FGS 1000091037,Right,Ole Miss,Ian Petrutz,FGS 10019723,Left,Maryland,Undefined,6,Top,0,3,2,Four-Seam,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,NA,89.1081,-2.161908,-2.416428,1943.527322,204.5713,12:45:00,6.48314,1.56526,6.02257,-16.66843,18.41123,7.90115,3.08898,-0.01578,81.43521,-5.338581,-0.996342,0.426284,91.26202,19.479888,6.481982,2048.073857,109.38862,35.26412,11.57603,322.0231,313.71299,4.258334,3.777876,-4.75481,10.43111,-1.38032,50,6.30461,5.13205,-129.29968,-5.35673,-8.04431,27.12001,-14.52633,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,66ac9f30-b555-11ed-99f9-43c5f2fedb29,88.42096,43.16276,NA,7.67289,NA,NA,NA,0.84257,3.16448,0.02483,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:43:10,2/25/23,2/25/23 21:43,LineDrive,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,914df200-66d1-4fea-abdc-6bbc7937a836,54.47716,-130.23536,13.56001,6.48078,-4.85555,-7.26317,-1.56217,5.40959,-4.02215,177.21518,0.84233,125.39036,-20.61551,4.81279,-1.12975,0.29471,-0.06999,0.01059,-0.00068,3.16482,44.62431,-12.31558,-0.4845,0.48225,-0.23993
240,2/26/23,15:53:28,1,3,Tommy Kane,FGS 10019223,Left,Maryland,Ethan Groff,FGS 1000066514,Right,Ole Miss,Undefined,6,Bottom,0,1,1,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,NA,79.97049,-0.950033,0.746193,2357.997677,301.820547,4:00:00,6.17241,-0.45097,4.47803,-51.20062,-5.49398,10.94528,0.99998,1.17243,74.43811,-10.034036,2.665978,0.486588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.1839,-2.11579,0.36119,50,6.02241,-1.98375,-116.10621,-3.93385,-7.12709,20.2786,-35.08292,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,013ce490-b620-11ed-9b05-93b3afdf078c,77.4628,NA,NA,5.53237,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:53:28,2/26/23,2/26/23 21:53,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,17480f1e-1c72-4010-8f2e-35c4ed35d05b,56.02566,-117.1539,10.1393,6.17883,-2.1213,-17.54146,0.45417,-1.61553,-3.56355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,2/24/23,20:25:27,3,4,Jason Savacool,FGS 691013,Right,Maryland,Anthony Calarco,FGS 1000052784,Left,Ole Miss,Undefined,7,Bottom,2,2,1,Sinker,Sinker,FoulBall,Undefined,Undefined,Undefined,0,0,NA,89.57708,-1.875806,-3.187235,2119.582583,240.145829,2:00:00,5.97946,1.98693,4.90345,-23.91745,12.35934,19.46257,2.20891,0.59136,81.79241,-6.267622,0.239072,0.433497,75.14745,12.424363,-161.25407,1337.004371,NA,NA,NA,NA,47.62666,NA,NA,-10.55934,6.97583,-1.69231,50,5.77605,6.30949,-129.72393,-5.17032,-17.97741,27.36346,-20.29758,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,ab9ad4b0-b4b3-11ed-8bc4-6f87a506f712,86.94974,9.01511,NA,7.78467,NA,NA,NA,0.93116,2.1666,-0.48386,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,2:25:27,2/25/23,2/25/23 2:25,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,a768e5c8-e729-44fa-9143-96c2f1444721,55.59756,-130.89934,13.68173,5.97941,-4.29843,-10.14879,-1.97992,7.08171,-8.9887,70.814781,0.92709,-101.80991,8.53286,NA,NA,NA,NA,NA,NA,2.17461,23.48586,-19.08702,NA,NA,NA
241,2/25/23,15:43:41,3,1,Matt Parenteau,FGS 1000091037,Right,Ole Miss,Eddie Hacopian,FGS 10035798,Right,Maryland,Undefined,6,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,77.75216,1.341687,-1.617706,2230.387848,84.040152,8:45:00,6.18975,1.66018,5.32916,-46.21613,1.22917,-3.03248,3.59808,-0.11086,71.00113,-7.102406,-2.156215,0.495756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.03827,0.73319,-1.51171,50,6.27809,3.30612,-112.74888,1.07116,1.33018,21.40331,-31.23469,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,79b731d0-b555-11ed-99f9-43c5f2fedb29,76.03024,NA,NA,6.75103,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:43:41,2/25/23,2/25/23 21:43,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,eac449ba-e09e-43fa-9a71-9e98c20f51a6,55.16926,-113.72594,10.70166,6.19664,2.49702,-15.61735,-1.66125,3.2454,0.66509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
241,2/26/23,15:53:47,1,4,Tommy Kane,FGS 10019223,Left,Maryland,Ethan Groff,FGS 1000066514,Right,Ole Miss,Undefined,6,Bottom,0,1,2,Sinker,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,94.06658,-2.706687,2.842258,2264.682207,143.315454,10:45:00,6.1981,-0.34348,5.36169,-16.85934,15.4741,-10.74426,2.24993,1.42869,85.91743,-5.862132,0.93526,0.409258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.15709,8.82367,0.09582,50,5.94282,-6.24835,-136.24191,-7.03666,11.57618,29.84804,-15.5843,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,0c893240-b620-11ed-9b05-93b3afdf078c,92.09943,NA,NA,8.14914,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:53:47,2/26/23,2/26/23 21:53,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,86a0cc32-45f8-404b-830d-36f9cc081592,55.13692,-137.36271,14.92402,6.19606,-6.45147,-7.79215,0.3386,-6.68304,5.78809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,2/24/23,20:25:44,3,5,Jason Savacool,FGS 691013,Right,Maryland,Anthony Calarco,FGS 1000052784,Left,Ole Miss,Undefined,7,Bottom,2,2,2,Slider,Slider,InPlay,Undefined,FlyBall,Double,0,0,NA,82.49714,-0.402477,-1.730183,2316.896236,34.713414,7:15:00,6.22999,1.87475,4.45571,-48.08369,-3.13166,-3.49075,1.83905,-0.06649,73.3021,-9.072219,-2.34132,0.482554,97.36217,19.505594,35.28727,2524.821175,87.11584,32.24606,67.16167,287.62632,283.3623,43.050102,3.209924,1.03658,-0.94906,-1.68826,50,6.14099,3.7559,-119.06452,-2.75316,1.43139,30.95393,-33.4846,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,b5b5f560-b4b3-11ed-8bc4-6f87a506f712,78.11027,37.36997,NA,9.19504,NA,NA,NA,2.91122,1.94386,-0.12308,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,2:25:44,2/25/23,2/25/23 2:25,LineDrive,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,ca4b5462-6d4d-4715-bdeb-c3ab2370d2cf,56.04147,-120.62493,15.47697,6.23723,-1.06518,-16.7423,-1.87578,3.68375,0.7157,228.323811,2.91105,109.87907,-26.697,6.97966,-1.49086,0.21837,-0.01361,-0.00162,0.00029,1.94398,47.67402,-16.80267,0.43258,0.04335,0.02466
242,2/25/23,15:44:01,3,2,Matt Parenteau,FGS 1000091037,Right,Ole Miss,Eddie Hacopian,FGS 10035798,Right,Maryland,Undefined,6,Top,1,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,77.25197,1.494543,-2.74927,2331.511378,81.182979,8:45:00,6.25404,1.57799,5.58743,-46.81959,0.86102,-4.42429,3.74996,-1.35998,70.56353,-7.091165,-3.537358,0.496984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41319,0.53221,-1.33886,50,6.35249,5.54961,-111.9733,1.3964,1.78503,21.18315,-31.50181,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,85612fe0-b555-11ed-99f9-43c5f2fedb29,75.84238,NA,NA,6.68844,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:44:01,2/25/23,2/25/23 21:44,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,151d0969-1a40-413e-b8e5-41b0716ccfc6,54.91076,-112.8985,10.59158,6.26146,2.77227,-15.75091,-1.57955,5.47164,0.89252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
242,2/26/23,15:54:03,1,5,Tommy Kane,FGS 10019223,Left,Maryland,Ethan Groff,FGS 1000066514,Right,Ole Miss,Undefined,6,Bottom,0,2,2,Curveball,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,NA,80.06181,-0.31494,0.145337,2420.691694,318.874661,4:45:00,6.00865,-0.55812,4.78355,-54.58838,-9.27906,9.28985,1.1611,0.35379,74.09746,-10.067911,1.784834,0.484468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.56957,-4.16425,0.53495,50,5.92873,-0.68514,-116.25575,-2.72025,-6.2596,21.60562,-37.87839,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,16255ef0-b620-11ed-9b05-93b3afdf078c,77.8017,NA,NA,5.96435,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:54:03,2/26/23,2/26/23 21:54,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,13086414-f544-466d-a0cd-f663e9d1ea18,55.72027,-117.31402,10.80281,6.01654,-0.86492,-18.9392,0.561,-0.37853,-3.1298,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
243,2/24/23,20:26:31,4,1,Jason Savacool,FGS 691013,Right,Maryland,Wilburn Furniss,FGS 1000092437,Left,Ole Miss,Undefined,7,Bottom,2,0,0,Sinker,Sinker,InPlay,Undefined,GroundBall,Single,0,1,NA,90.83365,-1.966656,-3.490861,2215.366438,260.985031,2:45:00,5.99059,1.79394,5.36636,-30.02734,5.2602,24.75395,1.64008,0.57943,81.73032,-7.497151,0.908009,0.427545,79.51001,-5.040811,4.715323,NA,NA,NA,NA,NA,8.5417,NA,NA,-13.6228,3.66748,-1.49877,50,5.79264,6.87207,-131.37287,-5.66087,-23.34306,32.89684,-25.88971,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,d1934a30-b4b3-11ed-8bc4-6f87a506f712,88.16013,1.71919,NA,9.10333,NA,NA,NA,2.23916,1.71919,-0.56451,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,2:26:31,2/25/23,2/25/23 2:26,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,ef7008bd-0eac-4a2d-b373-62ae1084fc0f,55.13355,-132.65212,16.44842,5.9932,-4.6541,-12.94486,-1.78365,7.77981,-11.67153,180,2.23868,115.82396,NA,NA,NA,NA,NA,NA,NA,1.71923,-10.25112,NA,NA,NA,NA
243,2/25/23,15:44:20,3,3,Matt Parenteau,FGS 1000091037,Right,Ole Miss,Eddie Hacopian,FGS 10035798,Right,Maryland,Undefined,6,Top,1,1,1,Four-Seam,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NA,88.81419,-4.580931,-2.714266,2131.104528,205.488994,12:45:00,6.41444,1.31686,6.07138,-14.87564,20.696,9.28367,0.92193,-0.42307,80.97722,-7.430319,-1.044498,0.429263,31.27004,-16.762084,140.394406,NA,NA,NA,NA,2.12428,2.12428,53.943827,0.045884,-5.60217,12.39473,-1.11154,50,6.05072,5.71577,-128.49316,-10.6959,-9.32015,27.84322,-11.55338,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,90f0c820-b555-11ed-99f9-43c5f2fedb29,87.80736,0.60961,NA,7.83697,NA,NA,NA,2.80967,0.60961,0.42708,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,21:44:20,2/25/23,2/25/23 21:44,GroundBall,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,301c3996-6d10-46f8-8a9a-51134fc0c5a2,54.42836,-129.44918,13.92161,6.41116,-10.2992,-5.77669,-1.31329,6.03579,-4.66008,180,2.81079,-33.98498,NA,NA,NA,NA,NA,NA,NA,0.61005,-13.2859,NA,NA,NA,NA
243,2/26/23,15:54:23,1,6,Tommy Kane,FGS 10019223,Left,Maryland,Ethan Groff,FGS 1000066514,Right,Ole Miss,Undefined,6,Bottom,0,3,2,Sinker,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NA,92.72041,-2.907429,2.541243,2190.934651,160.373328,11:15:00,6.20262,-0.54291,5.14631,-13.18158,20.19017,-6.83036,2.36172,1.28208,85.07393,-5.39843,1.334011,0.415777,63.16096,-12.94697,-79.920528,NA,NA,NA,NA,5.52707,5.49608,-64.093282,0.039634,4.09138,11.16217,0.31055,50,5.92055,-5.64164,-134.35639,-7.2619,7.51932,27.62981,-11.65972,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,2208e390-b620-11ed-9b05-93b3afdf078c,90.65532,0.82375,NA,7.64648,NA,NA,NA,1.78771,0.82375,-1.44374,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,21:54:23,2/26/23,2/26/23 21:54,GroundBall,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Luke Shliger,FGS 1000076704,Right,Maryland,813fd513-d329-4d7f-9e67-e66d0f4bc13f,55.35428,-135.453,13.81491,6.19959,-6.79913,-5.82986,0.54038,-5.94007,3.75966,180,1.78757,15.82253,NA,NA,NA,NA,NA,NA,NA,0.82394,-20.78404,NA,NA,NA,NA
