PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5
52,2/26/23,13:58:27,4,2,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Kevin Keister,FGS 1000051091,Right,Maryland,Undefined,2,Top,2,1,0,Four-Seam,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,91.54974,-3.099392,4.658207,2177.581068,151.376953,11:00:00,6.08357,-1.96164,5.95143,-14.08469,19.45178,-10.01178,2.02294,1.53388,83.54702,-5.799407,2.868658,0.416802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.40788,11.15544,1.59587,50,5.82804,-10.35137,-132.3924,-7.57496,11.37177,28.29544,-12.37697,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,efe0df90-b60f-11ed-9b05-93b3afdf078c,90.43239,NA,NA,8.00272,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,19:58:27,2/26/23,2/26/23 19:58,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,55db3443-291a-4838-aed2-1c10793be079,54.54719,-133.36071,14.14772,6.08002,-7.15141,-6.18848,1.95677,-10.74052,5.68589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2/24/23,18:27:55,6,2,Jack Dougherty,FGS 10020101,Right,Ole Miss,Elijah Lambros,FGS 1000132614,Right,Maryland,Undefined,2,Top,2,1,0,Four-Seam,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,93.34629,-3.283452,-3.387035,2380.099275,201.270498,12:45:00,5.701,1.23084,6.93853,-10.55505,20.60186,7.60174,1.8242,-1.22226,84.7266,-5.389917,-1.999255,0.401743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.0478,12.25619,-1.02167,50,5.49135,7.71371,-135.316,-7.95146,-9.28543,31.70014,-9.62872,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,4047f540-b4a3-11ed-8bc4-6f87a506f712,93.82225,NA,NA,8.61969,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:27:55,2/25/23,2/25/23 0:27,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,e2cd3bff-b31e-41a1-9ef5-9d87e4f50fc3,53.55985,-136.1474,15.85007,5.69658,-7.69893,-4.81436,-1.22717,7.95724,-4.64272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2/25/23,14:04:39,4,5,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Bobby Zmarzlak,FGS 1000050927,Right,Maryland,Undefined,2,Top,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,82.8221,1.223548,-1.701069,2607.354809,53.095075,7:45:00,5.95363,1.39177,5.07122,-44.78644,-2.80658,-5.45134,3.3757,-0.66679,76.02097,-6.886499,-2.664553,0.466329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22866,-1.30512,-1.22585,50,6.03435,3.80612,-120.15696,0.86573,3.26179,23.04471,-34.08416,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,a3bd96d0-b547-11ed-99f9-43c5f2fedb29,80.82808,NA,NA,6.80112,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,20:04:39,2/25/23,2/25/23 20:04,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,481d8579-5ea8-41f3-a436-be9c61ee8301,55.4291,-121.19372,11.52236,5.96091,2.39916,-17.04208,-1.39379,3.65938,1.63089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,2/26/23,13:58:49,4,3,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Kevin Keister,FGS 1000051091,Right,Maryland,Undefined,2,Top,2,2,0,Four-Seam,Sinker,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,90.8324,-2.55537,4.274493,2218.826467,139.125229,10:45:00,6.09449,-1.84033,5.81137,-16.57556,17.85036,-14.40198,2.32873,0.94177,82.3008,-5.715925,1.703079,0.422293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.58028,10.20662,1.49775,50,5.87453,-9.17798,-131.36467,-6.36627,14.88063,29.78092,-14.47284,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,fd003f90-b60f-11ed-9b05-93b3afdf078c,89.25651,NA,NA,8.5316,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,19:58:49,2/26/23,2/26/23 19:58,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,7b5c827a-4dd7-4332-9d61-627ed75e08db,54.68644,-132.42284,14.89046,6.0916,-5.85202,-7.23642,1.83326,-9.70672,7.44032,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2/24/23,18:28:13,6,3,Jack Dougherty,FGS 10020101,Right,Ole Miss,Elijah Lambros,FGS 1000132614,Right,Maryland,Undefined,2,Top,2,2,0,Four-Seam,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,91.48998,-4.228989,-3.313272,2380.987436,202.33875,12:45:00,5.72984,1.32678,7.01901,-14.00174,18.19359,7.0437,0.70616,-1.1008,83.72465,-6.948186,-2.024745,0.408383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.70461,11.24835,-1.12673,50,5.46621,7.41985,-132.59405,-10.12041,-8.36238,28.77069,-12.18028,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,4b28afe0-b4a3-11ed-8bc4-6f87a506f712,92.29678,NA,NA,7.76533,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:28:13,2/25/23,2/25/23 0:28,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,88469ad2-4787-42c4-bec4-13ff173c54b1,53.48093,-133.34721,14.38535,5.72697,-9.80156,-6.09014,-1.32384,7.63876,-4.18119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2/25/23,14:05:03,4,6,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Bobby Zmarzlak,FGS 1000050927,Right,Maryland,Undefined,2,Top,0,2,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,80.58672,1.766628,-0.951981,2766.867105,88.314571,9:00:00,6.02674,1.26351,5.27833,-42.8475,1.27992,-4.1267,4.1161,0.02543,73.61449,-6.061554,-1.684146,0.478108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.77386,0.63071,-1.17356,50,6.15697,2.11672,-116.88235,2.0798,2.45002,22.35641,-31.30295,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,b1ccae00-b547-11ed-99f9-43c5f2fedb29,78.83672,NA,NA,6.97223,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,20:05:03,2/25/23,2/25/23 20:05,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,beac7070-d321-46b9-9a54-443c673a6f7b,55.21973,-117.87652,11.17821,6.03353,3.4718,-15.65148,-1.26527,2.00777,1.22501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,2/26/23,13:59:31,4,4,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Kevin Keister,FGS 1000051091,Right,Maryland,Undefined,2,Top,2,2,1,Four-Seam,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,90.68898,-2.608308,5.401064,2196.018338,143.710067,10:45:00,6.06681,-1.81302,6.04458,-16.30434,17.81084,-12.24812,2.2808,2.18167,82.68834,-5.716275,3.211554,0.420383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.74615,10.20359,1.39719,50,5.85358,-11.8602,-131.05765,-6.45317,13.46855,27.77434,-14.43269,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,16012860-b610-11ed-9b05-93b3afdf078c,89.66215,NA,NA,8.00063,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,19:59:31,2/26/23,2/26/23 19:59,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,f78ff6b6-db1e-4514-a75f-f8766cb3a84a,54.45327,-131.99803,13.88717,6.0638,-5.96451,-7.21635,1.80647,-12.31622,6.73428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2/24/23,18:28:32,6,4,Jack Dougherty,FGS 10020101,Right,Ole Miss,Elijah Lambros,FGS 1000132614,Right,Maryland,Undefined,2,Top,2,3,0,Four-Seam,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,NA,92.26543,-4.096429,-2.979778,2367.508133,208.696653,1:00:00,5.75867,1.40757,7.06538,-14.11501,17.543,9.02252,0.85139,-0.54869,84.18895,-6.843529,-1.326534,0.404961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.68406,10.89945,-1.2306,50,5.5066,6.62831,-133.75515,-9.89209,-10.25069,30.06585,-12.51781,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,568ec720-b4a3-11ed-8bc4-6f87a506f712,93.07672,NA,NA,8.07647,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:28:32,2/25/23,2/25/23 0:28,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,ef59e946-0e01-4bc4-8a48-30ec963d46f2,53.43384,-134.52481,15.03292,5.75573,-9.57165,-6.25891,-1.40364,6.89072,-5.12534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2/25/23,14:05:20,4,7,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Bobby Zmarzlak,FGS 1000050927,Right,Maryland,Undefined,2,Top,0,3,2,Four-Seam,Four-Seam,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,NA,91.25849,-1.217445,-3.071707,2340.321771,210.424884,1:00:00,5.9941,1.23255,5.86586,-15.43186,18.49914,10.1728,3.57537,-0.77594,82.5726,-4.18255,-1.250507,0.419247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-6.07107,10.1302,-0.9891,50,5.8863,6.63809,-132.2307,-3.24575,-10.6599,30.37843,-14.38688,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,bc4000d0-b547-11ed-99f9-43c5f2fedb29,89.90513,NA,NA,8.68589,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,20:05:20,2/25/23,2/25/23 20:05,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,88da2e4a-73be-408c-9f46-2ceb0f5d8233,54.63049,-133.29025,15.18922,5.99076,-2.74396,-7.19344,-1.22711,7.00989,-5.32995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,2/26/23,13:59:53,4,5,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Kevin Keister,FGS 1000051091,Right,Maryland,Undefined,2,Top,2,3,1,Four-Seam,Four-Seam,BallCalled,Walk,Undefined,Undefined,0,0,NA,90.01992,-2.061999,4.717942,2202.683618,138.39554,10:30:00,6.08664,-1.9057,5.92309,-17.80158,16.89332,-13.98331,2.6824,1.31698,82.05667,-5.438189,2.218745,0.42394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.41902,9.5528,1.53492,50,5.91082,-10.1407,-130.25811,-5.23229,14.4557,27.51975,-15.77157,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,2379a4e0-b610-11ed-9b05-93b3afdf078c,88.90988,NA,NA,7.96325,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,19:59:53,2/26/23,2/26/23 19:59,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,e63af729-b88c-4be5-ab89-dc51ca79340f,54.57507,-131.22113,13.75987,6.08426,-4.68039,-7.88579,1.89863,-10.64655,7.22785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2/24/23,18:29:12,7,1,Jack Dougherty,FGS 10020101,Right,Ole Miss,Luke Shliger,FGS 1000076704,Left,Maryland,Undefined,2,Top,2,0,0,Four-Seam,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,92.33445,-2.609184,-2.564016,2365.487745,199.704524,12:45:00,5.71586,1.45613,6.84318,-10.19087,21.74525,7.38969,2.48328,-0.26774,83.63553,-4.657065,-1.215765,0.406736,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.66579,12.60973,-1.29409,50,5.54394,5.70605,-133.96996,-6.26228,-8.39987,31.48502,-9.47258,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,6e734370-b4a3-11ed-8bc4-6f87a506f712,92.67058,NA,NA,8.69891,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:29:12,2/25/23,2/25/23 0:29,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,c9894c7b-c599-41d1-a6c6-6ec76ff020e2,53.65402,-134.82597,15.74251,5.7107,-6.00474,-4.73629,-1.45233,5.93442,-4.19993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2/25/23,14:05:51,5,1,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Elijah Lambros,FGS 1000132614,Right,Maryland,Undefined,2,Top,1,0,0,Four-Seam,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,91.59677,-2.050314,-3.185218,2273.019003,220.921317,1:15:00,5.95394,1.12655,5.41909,-16.31446,18.11749,14.61883,2.66997,-0.64205,82.57101,-5.155247,-0.589097,0.42233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.27071,10.0769,-0.85359,50,5.76054,6.67809,-132.50749,-5.26145,-14.52561,31.53667,-14.47624,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,ce90e060-b547-11ed-99f9-43c5f2fedb29,89.24872,NA,NA,9.02575,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,20:05:51,2/25/23,2/25/23 20:05,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,075696fe-5dc7-419f-9150-4a55e9405a63,55.07711,-133.71038,15.76833,5.9507,-4.70929,-7.23812,-1.11888,7.23213,-7.26281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,2/26/23,14:00:33,5,1,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Bobby Zmarzlak,FGS 1000050927,Right,Maryland,Undefined,2,Top,2,0,0,Curveball,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,78.2335,0.713592,2.267836,1997.196894,314.070616,4:30:00,6.12186,-1.99348,5.91104,-46.77609,-1.09012,2.59977,2.88674,0.32919,71.85916,-7.887754,2.734516,0.486478,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.68272,-0.27756,1.81001,50,6.15281,-4.59574,-113.5907,-0.06433,-0.8904,21.15737,-32.53606,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,3b2fbe30-b610-11ed-9b05-93b3afdf078c,77.48032,NA,NA,6.37434,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,20:00:33,2/26/23,2/26/23 20:00,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,ec69722c-0235-47eb-aa7f-9d472c3c41df,54.58881,-114.44221,10.57868,6.12905,1.24514,-16.26803,1.99425,-4.5599,-0.4452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2/24/23,18:29:30,7,2,Jack Dougherty,FGS 10020101,Right,Ole Miss,Luke Shliger,FGS 1000076704,Left,Maryland,Undefined,2,Top,2,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,82.52912,-1.520796,-1.585996,NA,103.725743,9:30:00,5.86767,1.51037,6.06687,-37.79451,3.05071,-7.20189,1.30985,-0.55792,75.8772,-8.488658,-2.884465,0.459983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27295,2.38831,-1.38358,50,5.72957,3.58924,-119.86513,-4.37904,4.74513,23.92408,-28.71145,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,79228dd0-b4a3-11ed-8bc4-6f87a506f712,81.94306,NA,NA,6.65192,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:29:30,2/25/23,2/25/23 0:29,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,94fc585e-eb9b-43f1-a8e8-7d53cdc7206d,54.43364,-120.74681,11.96204,5.87145,-3.32094,-14.35573,-1.51263,3.41437,2.37257,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2/25/23,14:06:11,5,2,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Elijah Lambros,FGS 1000132614,Right,Maryland,Undefined,2,Top,1,0,1,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,81.69854,0.559904,-2.897793,2633.902056,93.482591,9:00:00,6.06488,1.22351,5.24622,-41.4925,1.58221,-3.43319,3.13404,-1.78817,74.77614,-6.996342,-3.505569,0.47237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.88079,1.07563,-0.95457,50,6.08573,6.1389,-118.40773,-0.33492,1.24728,23.1418,-30.65082,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,da861840-b547-11ed-99f9-43c5f2fedb29,79.79426,NA,NA,6.92241,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,20:06:11,2/25/23,2/25/23 20:06,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,086473ab-336c-45a5-924c-4372f3686415,55.25259,-119.42989,11.5709,6.07063,1.01891,-15.32541,-1.2245,6.08381,0.62364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,2/26/23,14:00:53,5,2,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Bobby Zmarzlak,FGS 1000050927,Right,Maryland,Undefined,2,Top,2,0,1,Four-Seam,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,NA,92.31111,-2.956225,4.999022,2289.066386,135.918574,10:30:00,6.07435,-1.85564,5.74133,-16.98462,16.25816,-14.68741,1.89339,1.58699,84.28942,-6.160485,2.384206,0.414973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.80422,9.40201,1.44762,50,5.81691,-11.0065,-133.42534,-7.45301,15.88702,28.43711,-15.20831,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,4734fba0-b610-11ed-9b05-93b3afdf078c,90.83107,NA,NA,8.02169,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,20:00:53,2/26/23,2/26/23 20:00,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,e1038c08-f822-44ff-999a-d5d4ded3a857,54.7577,-134.43553,14.21856,6.07207,-6.91275,-7.60416,1.84864,-11.57086,7.94351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2/24/23,18:29:54,7,3,Jack Dougherty,FGS 10020101,Right,Ole Miss,Luke Shliger,FGS 1000076704,Left,Maryland,Undefined,2,Top,2,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,NA,81.19805,-0.375516,-1.393626,2308.889388,111.129904,9:45:00,5.78501,1.69674,5.90542,-38.12337,4.60528,-8.16796,2.25938,-0.27783,73.9633,-7.430833,-2.860707,0.470469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.74067,2.92575,-1.58019,50,5.73331,3.18462,-117.83998,-1.98784,5.20553,24.5513,-28.10254,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,8727e100-b4a3-11ed-8bc4-6f87a506f712,80.11677,NA,NA,7.23475,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:29:54,2/25/23,2/25/23 0:29,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,ec138cc3-22d8-4154-83c4-47be17991257,54.59275,-118.793,12.27565,5.7893,-0.89697,-14.05127,-1.69989,2.98256,2.60277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2/25/23,14:06:31,5,3,Grayson Saunier,FGS 1000187633,Right,Ole Miss,Elijah Lambros,FGS 1000132614,Right,Maryland,Undefined,2,Top,1,1,1,Four-Seam,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,NA,91.37052,-2.796815,-1.501531,2244.430171,221.272683,1:30:00,6.0193,1.26058,5.75908,-16.45481,17.54194,14.34973,2.04178,1.05842,82.83273,-5.926258,1.067834,0.419653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-7.825,10.16713,-1.1452,50,5.77754,2.84816,-132.44167,-6.97436,-13.75531,31.01023,-14.30162,Ole Miss,Maryland,OleMiss,D1,SEC,20230225-OleMiss-1,e66f6940-b547-11ed-99f9-43c5f2fedb29,89.81816,NA,NA,8.53779,NA,NA,NA,NA,NA,NA,1e3fa633-b5e9-43ee-b6db-ff7457bdb121,2/25/23,20:06:31,2/25/23,2/25/23 20:06,NA,v3,5322,471349,NA,Calvin Harris,FGS 1000050294,Right,Ole Miss,24d05560-4427-419f-9241-a8e361592363,54.74075,-133.54707,15.50512,6.01706,-6.46456,-7.15081,-1.25546,3.33848,-6.87765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,2/26/23,14:01:13,5,3,Xavier Rivas,FGS 1000098247,Left,Ole Miss,Bobby Zmarzlak,FGS 1000050927,Right,Maryland,Undefined,2,Top,2,1,1,Curveball,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,NA,79.20869,-2.19598,3.514182,2181.441848,340.720887,5:15:00,6.04938,-1.7085,5.9683,-47.11546,-2.71067,1.40587,0.08222,1.67097,73.65167,-10.764737,3.766982,0.479608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22311,-0.47654,1.42893,50,5.84835,-7.10678,-114.91298,-5.88873,0.29903,20.81736,-32.81277,Ole Miss,Maryland,OleMiss,D1,SEC,20230226-OleMiss-1,5304aa20-b610-11ed-9b05-93b3afdf078c,78.59012,NA,NA,5.55702,NA,NA,NA,NA,NA,NA,d8a8defe-47cc-4bcd-a047-058fdee8f648,2/26/23,20:01:13,2/26/23,2/26/23 20:01,NA,v3,5322,471349,26 February 2023 14:30-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,52a50363-e763-4d3b-9d79-8b4e3d3c8670,54.53458,-115.73154,10.40868,6.05453,-4.5985,-16.40639,1.70861,-7.11853,0.14951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,2/24/23,18:30:20,7,4,Jack Dougherty,FGS 10020101,Right,Ole Miss,Luke Shliger,FGS 1000076704,Left,Maryland,Undefined,2,Top,2,1,2,Slider,Slider,FoulBall,Undefined,Undefined,Undefined,0,0,NA,82.39785,-0.709648,-0.570015,2223.248442,120.072586,10:00:00,5.92884,1.49562,6.00534,-35.08096,6.21036,-8.3104,2.34785,0.27494,75.05278,-7.226627,-2.066421,0.462488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.13063,3.79827,-1.44617,50,5.85384,1.50473,-119.65461,-2.57702,5.9258,25.34298,-26.72503,Ole Miss,Maryland,OleMiss,D1,SEC,20230224-OleMiss-1,96cb53d0-b4a3-11ed-8bc4-6f87a506f712,81.49922,NA,NA,7.34507,NA,NA,NA,NA,NA,NA,98ea4655-e2c1-4556-8ee6-48baa14554f2,2/25/23,0:30:20,2/25/23,2/25/23 0:30,NA,v3,5322,471349,24 February 2023 17:00-maryland@olemiss,Calvin Harris,FGS 1000050294,Right,Ole Miss,3860e28c-990d-4cb1-aec9-c3749814fa53,54.49456,-120.60281,12.67149,5.93155,-1.57712,-13.36252,-1.49832,1.28302,2.9629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
